,Source IP address,Source port number,Destination IP address,Destination port number,Transaction protocol,"Indicates to the state and its dependent protocol, e.g. ACC, CLO, CON, ECO, ECR, FIN, INT, MAS, PAR, REQ, RST, TST, TXD, URH, URN, and (-) (if not used state)",Record total duration,Source to destination transaction bytes ,Destination to source transaction bytes,Source to destination time to live value ,Destination to source time to live value,Source packets retransmitted or dropped ,Destination packets retransmitted or dropped,"http, ftp, smtp, ssh, dns, ftp-data ,irc  and (-) if not much used service",Source bits per second,Destination bits per second,Source to destination packet count ,Destination to source packet count,Source TCP window advertisement value,Destination TCP window advertisement value,Source TCP base sequence number,Destination TCP base sequence number,Mean of the ?ow packet size transmitted by the src ,Mean of the ?ow packet size transmitted by the dst ,Represents the pipelined depth into the connection of http request/response transaction,Actual uncompressed content size of the data transferred from the server’s http service.,Source jitter (mSec),Destination jitter (mSec),record start time,record last time,Source interpacket arrival time (mSec),Destination interpacket arrival time (mSec),"TCP connection setup round-trip time, the sum of ’synack’ and ’ackdat’.","TCP connection setup time, the time between the SYN and the SYN_ACK packets.","TCP connection setup time, the time between the SYN_ACK and the ACK packets.","If source (1) and destination (3)IP addresses equal and port numbers (2)(4)  equal then, this variable takes value 1 else 0",No. for each state (6) according to specific range of values for source/destination time to live (10) (11).,No. of flows that has methods such as Get and Post in http service.,If the ftp session is accessed by user and password then 1 else 0. ,No of flows that has a command in ftp session.,No. of connections that contain the same service (14) and source address (1) in 100 connections according to the last time (26).,No. of connections that contain the same service (14) and destination address (3) in 100 connections according to the last time (26).,No. of connections of the same destination address (3) in 100 connections according to the last time (26).,No. of connections of the same source address (1) in 100 connections according to the last time (26).,No of connections of the same source address (1) and the destination port (4) in 100 connections according to the last time (26).,No of connections of the same destination address (3) and the source port (2) in 100 connections according to the last time (26).,No of connections of the same source (1) and the destination (3) address in in 100 connections according to the last time (26).,"The name of each attack category. In this data set , nine categories e.g. Fuzzers, Analysis, Backdoors, DoS Exploits, Generic, Reconnaissance, Shellcode and Worms",0 for normal and 1 for attack records
362,175.45.176.1,0,149.171.126.12,0,chaos,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:05,1421930645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,DoS,1
363,175.45.176.1,0,149.171.126.12,0,pup,INT,1.1e-05,180,0,254,0,0,0,-,119999992.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,2015-01-22 12:44:05,1421930645,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,DoS,1
364,175.45.176.1,0,149.171.126.12,0,bbn-rcc,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,2015-01-22 12:44:05,1421930645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,DoS,1
365,175.45.176.3,1930,149.171.126.18,5060,udp,INT,8e-06,590,0,254,0,0,0,-,295000000.0,0.0,2,0,0,0,0,0,295,0,0,0,0.0,0.0,2015-01-22 12:44:07,1421930647,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
366,175.45.176.1,0,149.171.126.12,0,hmp,INT,5e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:27,1421930667,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,DoS,1
367,175.45.176.1,0,149.171.126.12,0,mux,INT,1.240606,400,0,254,0,0,0,-,1934.538574,0.0,4,0,0,0,0,0,100,0,0,0,584.81525,0.0,2015-01-22 12:44:26,1421930667,413.535344,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,DoS,1
368,175.45.176.1,0,149.171.126.12,0,dcn,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:27,1421930667,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,DoS,1
369,175.45.176.1,0,149.171.126.12,0,hmp,INT,5e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:27,1421930667,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,DoS,1
370,175.45.176.1,0,149.171.126.12,0,dcn,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:27,1421930667,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,DoS,1
371,175.45.176.1,0,149.171.126.12,0,mux,INT,1.240606,400,0,254,0,0,0,-,1934.538574,0.0,4,0,0,0,0,0,100,0,0,0,584.81525,0.0,2015-01-22 12:44:26,1421930667,413.535344,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,DoS,1
372,175.45.176.1,0,149.171.126.12,0,prm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:28,1421930668,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,DoS,1
373,175.45.176.1,0,149.171.126.12,0,trunk-1,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:28,1421930668,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,DoS,1
374,175.45.176.1,0,149.171.126.12,0,xns-idp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:28,1421930668,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,DoS,1
375,175.45.176.1,0,149.171.126.12,0,prm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:28,1421930668,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,DoS,1
376,175.45.176.1,0,149.171.126.12,0,trunk-1,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:28,1421930668,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,DoS,1
377,175.45.176.1,0,149.171.126.12,0,xns-idp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:28,1421930668,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,DoS,1
378,175.45.176.1,0,149.171.126.12,0,trunk-2,INT,1.2e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:29,1421930669,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,2,3,2,2,2,DoS,1
379,175.45.176.1,0,149.171.126.12,0,trunk-2,INT,1.2e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:29,1421930669,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,2,3,2,2,2,DoS,1
380,175.45.176.1,0,149.171.126.12,0,leaf-1,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:30,1421930670,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,5,4,4,4,DoS,1
381,175.45.176.1,0,149.171.126.12,0,leaf-1,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:30,1421930670,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,5,4,4,4,DoS,1
382,175.45.176.1,0,149.171.126.12,0,leaf-2,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:30,1421930670,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,5,4,4,4,DoS,1
383,175.45.176.1,0,149.171.126.12,0,leaf-2,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:30,1421930670,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,5,4,4,4,DoS,1
384,175.45.176.1,0,149.171.126.12,0,irtp,INT,1e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:31,1421930671,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,6,4,4,4,DoS,1
385,175.45.176.1,0,149.171.126.12,0,rdp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:31,1421930671,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,6,4,4,4,DoS,1
386,175.45.176.1,0,149.171.126.12,0,rdp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:31,1421930671,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,6,4,4,4,DoS,1
387,175.45.176.1,0,149.171.126.12,0,irtp,INT,1e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:31,1421930671,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,6,4,4,4,DoS,1
388,175.45.176.1,0,149.171.126.12,0,iso-tp4,INT,1.2e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:32,1421930672,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,4,4,4,4,DoS,1
389,175.45.176.1,0,149.171.126.12,0,netblt,INT,1.2e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:32,1421930672,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,4,4,4,4,DoS,1
390,175.45.176.1,0,149.171.126.12,0,iso-tp4,INT,1.2e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:32,1421930672,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,4,4,4,4,DoS,1
391,175.45.176.1,0,149.171.126.12,0,netblt,INT,1.2e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:32,1421930672,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,4,4,4,4,DoS,1
392,175.45.176.0,16035,149.171.126.19,80,tcp,FIN,0.782534,896,1688,62,252,2,2,http,8250.121094,15539.26074,10,10,255,255,3215473116,3845695486,90,169,0,0,5344.89904,140.872359,2015-01-22 12:44:33,1421930673,86.843889,81.129,0.107219,0.052362,0.054857,0,1,0,0,0,4,1,1,3,2,1,1,DoS,1
393,175.45.176.1,0,149.171.126.12,0,mfe-nsp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:33,1421930673,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,DoS,1
394,175.45.176.1,0,149.171.126.12,0,merit-inp,INT,1.1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:33,1421930673,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,DoS,1
395,175.45.176.1,0,149.171.126.12,0,mfe-nsp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:33,1421930673,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,DoS,1
396,175.45.176.1,0,149.171.126.12,0,merit-inp,INT,1.1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:33,1421930673,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,DoS,1
397,175.45.176.1,0,149.171.126.12,0,3pc,INT,1.1e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:34,1421930674,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,DoS,1
398,175.45.176.1,0,149.171.126.12,0,sep,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:34,1421930674,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,DoS,1
399,175.45.176.1,0,149.171.126.12,0,3pc,INT,1.1e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:34,1421930674,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,DoS,1
400,175.45.176.1,0,149.171.126.12,0,sep,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:34,1421930674,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,DoS,1
401,175.45.176.1,0,149.171.126.12,0,idpr,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:35,1421930675,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,6,4,4,4,DoS,1
402,175.45.176.1,0,149.171.126.12,0,xtp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:35,1421930675,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,6,4,4,4,DoS,1
403,175.45.176.1,0,149.171.126.12,0,idpr,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:35,1421930675,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,6,4,4,4,DoS,1
404,175.45.176.1,0,149.171.126.12,0,xtp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:35,1421930675,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,6,4,4,4,DoS,1
405,175.45.176.1,0,149.171.126.12,0,tp++,INT,5e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:36,1421930676,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,DoS,1
406,175.45.176.1,0,149.171.126.12,0,tp++,INT,5e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:36,1421930676,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,DoS,1
407,175.45.176.1,0,149.171.126.12,0,ddp,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:36,1421930676,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,DoS,1
408,175.45.176.1,0,149.171.126.12,0,idpr-cmtp,INT,5e-06,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:36,1421930676,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,DoS,1
409,175.45.176.1,0,149.171.126.12,0,ddp,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:36,1421930676,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,DoS,1
410,175.45.176.1,0,149.171.126.12,0,idpr-cmtp,INT,5e-06,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:36,1421930676,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,DoS,1
411,175.45.176.1,0,149.171.126.12,0,ipv6,INT,1.1e-05,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:37,1421930677,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,DoS,1
412,175.45.176.1,0,149.171.126.12,0,il,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:37,1421930677,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,DoS,1
413,175.45.176.1,0,149.171.126.12,0,ipv6,INT,1.1e-05,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:37,1421930677,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,DoS,1
414,175.45.176.1,0,149.171.126.12,0,il,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:37,1421930677,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,DoS,1
415,175.45.176.1,0,149.171.126.12,0,idrp,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
416,175.45.176.1,0,149.171.126.12,0,ipv6-frag,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
417,175.45.176.1,0,149.171.126.12,0,sdrp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
418,175.45.176.1,0,149.171.126.12,0,ipv6-route,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
419,175.45.176.1,0,149.171.126.12,0,sdrp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
420,175.45.176.1,0,149.171.126.12,0,ipv6-route,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
421,175.45.176.1,0,149.171.126.12,0,idrp,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
422,175.45.176.1,0,149.171.126.12,0,ipv6-frag,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:38,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,DoS,1
423,175.45.176.3,49231,149.171.126.11,143,tcp,FIN,1.114117,1008,3102,62,252,6,7,-,6835.906738,21039.08203,18,18,255,255,4078333432,3887439451,56,172,0,0,3244.806245,74.273047,2015-01-22 12:44:38,1421930679,65.536294,62.820234,0.072535,0.045566,0.026969,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
424,175.45.176.1,0,149.171.126.12,0,gre,INT,1e-06,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:39,1421930679,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
425,175.45.176.1,0,149.171.126.12,0,rsvp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:39,1421930679,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
426,175.45.176.1,0,149.171.126.12,0,mhrp,INT,1e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:39,1421930679,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
427,175.45.176.1,0,149.171.126.12,0,mhrp,INT,1e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:39,1421930679,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
428,175.45.176.1,0,149.171.126.12,0,gre,INT,1e-06,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:39,1421930679,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
429,175.45.176.1,0,149.171.126.12,0,rsvp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:39,1421930679,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
430,175.45.176.1,0,149.171.126.12,0,bna,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:40,1421930680,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,2,3,4,DoS,1
431,175.45.176.1,0,149.171.126.12,0,bna,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:40,1421930680,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,2,3,4,DoS,1
432,175.45.176.1,0,149.171.126.12,0,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:41,1421930681,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,DoS,1
433,175.45.176.1,0,149.171.126.12,0,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:41,1421930681,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,DoS,1
434,175.45.176.1,0,149.171.126.12,0,swipe,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:42,1421930682,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
435,175.45.176.1,0,149.171.126.12,0,narp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:42,1421930682,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
436,175.45.176.1,0,149.171.126.12,0,narp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:42,1421930682,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
437,175.45.176.1,0,149.171.126.12,0,swipe,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:42,1421930682,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
438,175.45.176.1,0,149.171.126.12,0,mobile,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:43,1421930683,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,2,2,2,2,2,DoS,1
439,175.45.176.1,0,149.171.126.12,0,mobile,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:43,1421930683,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,2,2,2,2,2,DoS,1
440,175.45.176.1,0,149.171.126.12,0,ipv6-no,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:44,1421930684,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
441,175.45.176.1,0,149.171.126.12,0,ipv6-no,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:44,1421930684,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
442,175.45.176.1,0,149.171.126.12,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:44,1421930684,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
443,175.45.176.1,0,149.171.126.12,0,skip,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:44,1421930684,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
444,175.45.176.1,0,149.171.126.12,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:44:44,1421930684,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
